cpu,mem
32.483570765056164,32.923146289747926
29.308678494144075,37.89677338617321
33.23844269050346,38.286427417366156
37.61514928204013,35.9886136538919
28.829233126383322,39.19357144166995
28.8293152152541,42.02025428407269
37.896064077536955,49.43092950605265
33.837173645764544,40.872889064159196
27.65262807032524,41.28775195361382
32.712800217929825,39.62777042116917
27.682911535937688,30.406143923504793
27.671351232148716,39.867430622753915
31.20981135783017,40.30115104970513
20.43359877671101,52.316210562426434
21.375410837434835,39.03819517609439
27.188562353795135,41.50773671166806
24.93584439832788,39.82644115147378
31.571236662976368,34.15660981190234
25.459879622393945,45.7141140725751
22.938481493323543,43.75966516343387
37.32824384460777,43.95515973521523
28.871118497567323,35.4530627260263
30.33764102343962,47.013971554680495
22.87625906893272,32.990744686038596
27.278086377374088,42.93428546900135
30.55461294854933,50.952278129049894
24.245032112888488,35.04731837434656
31.87849009172836,37.16851135198614
26.996806550405974,40.498256825438204
28.541531251033618,37.482621729419
26.991466938853016,32.24668284466934
39.26139092254469,40.34281487403014
29.93251387631033,34.688481431369475
24.711445355220498,42.36796215317591
34.11272456051594,35.402878828830985
23.895781750144888,47.7496720250877
31.044317975023777,36.08373353831882
20.201649380601122,38.38969241897162
23.359069755507846,44.06758608684835
30.984306179345616,33.84567841783022
33.69233289997705,41.13729967302065
30.85684140594985,46.53571377141214
29.421758588058797,31.96258382719386
28.494481522053555,40.92316929266152
22.607390048162863,41.29941397124212
26.400778958026457,43.909114358886555
27.696806145201062,33.81524644560959
35.285611131094576,33.39771693457862
31.71809144784231,42.60970782808449
21.18479922318633,41.48492336616593
31.620419846973974,41.252464251729386
28.074588597918417,41.73224104748488
26.615389998470206,36.59987639210755
33.058381444204336,41.16126848580502
35.154997612479754,41.46536236649341
34.65640059558099,36.42824290986816
25.803912383886807,49.328872555723784
28.453938120743928,42.36916460455894
31.65631715701782,34.04348251398676
34.877725635611796,43.28276804316915
27.60412881077355,35.126591648863396
29.071705116680914,43.93542301871226
24.46832512996986,45.79297789503702
24.018966879596647,35.89658840824145
34.06262911197099,44.816880646221605
36.78120014285412,42.063904634682494
29.63994939209833,44.11030079997245
35.01766448946012,49.48396491326974
31.80818012523817,38.77305941998565
26.77440122697438,36.23131917821255
31.80697802754207,35.55242785187238
37.690182832329846,35.92094857517281
29.820869804450243,39.61449145292948
37.82321827907003,41.70575987408322
20.0,41.3834539966501
34.10951252187612,44.13591624518012
30.435235341190857,40.065009459389536
28.504963247670663,47.26767038578659
30.45880388267751,38.67671583381022
20.062155426995538,53.600845832948096
28.90164056081244,43.128336738825034
31.78556285755873,35.714212217918586
37.38947022370758,34.645537509694435
27.40864890863176,42.41236207621593
25.95753198553406,38.88268607337075
27.491214782077318,43.57000247046046
34.57701058851037,42.366188122867726
31.643755548298422,39.63585543671564
27.351198981164806,35.76603140965798
32.56633716556678,32.42576387657068
30.4853877467402,37.767425239664895
34.84322495266444,44.28199397161736
26.489734530613237,41.07046872065102
28.361689267011158,33.77130610644006
28.039459234339212,40.86590462925591
22.682425259339407,41.92658689864418
31.48060138532288,35.580712818994336
31.305276360899448,40.768625529727636
30.025567283212304,40.29104359223
28.827064333124266,34.28514851084688
45.715574720696566,51.03926673656573
49.22501732859853,55.51912407571567
53.37299903807469,57.763557472911074
56.417948931656014,58.95541999444354
54.65845436753409,67.13271576485755
58.6415912994801,66.69887252739464
64.65076018958973,63.96695620599513
67.7517098328589,70.97635690540092
70.85768157950864,71.86608224287701
80.63649746406807,77.48072873855797
77.17626378000703,76.77702748865184
81.40906231484396,80.71880297913516
84.14938283733123,84.54445731658161
86.64761008881848,87.85220004351265
87.81773737278826,86.30630373761258
89.9662143030555,88.03789408004224
83.79917715713175,85.1707990328505
81.76774209686481,82.22782429347328
78.16720393882456,84.47918434263114
76.19823103739334,79.17203238743915
77.56035161610563,73.25409416029544
66.09305582171305,75.02537906652334
68.0966583117835,74.84776066988734
60.39525791279311,70.08217190041265
59.573377647731476,62.39229455085059
59.591694297383015,61.8763594404744
54.43890486577713,62.79244298802842
49.05140699586552,56.25707486186588
46.672840857342145,55.973845752844184
46.35919549786935,54.049268106858676
32.483570765056164,32.923146289747926
29.308678494144075,37.89677338617321
33.23844269050346,38.286427417366156
37.61514928204013,35.9886136538919
28.829233126383322,39.19357144166995
28.8293152152541,42.02025428407269
37.896064077536955,49.43092950605265
33.837173645764544,40.872889064159196
27.65262807032524,41.28775195361382
32.712800217929825,39.62777042116917
27.682911535937688,30.406143923504793
27.671351232148716,39.867430622753915
31.20981135783017,40.30115104970513
20.43359877671101,52.316210562426434
21.375410837434835,39.03819517609439
27.188562353795135,41.50773671166806
24.93584439832788,39.82644115147378
31.571236662976368,34.15660981190234
25.459879622393945,45.7141140725751
22.938481493323543,43.75966516343387
37.32824384460777,43.95515973521523
28.871118497567323,35.4530627260263
30.33764102343962,47.013971554680495
22.87625906893272,32.990744686038596
27.278086377374088,42.93428546900135
30.55461294854933,50.952278129049894
24.245032112888488,35.04731837434656
31.87849009172836,37.16851135198614
26.996806550405974,40.498256825438204
28.541531251033618,37.482621729419
26.991466938853016,32.24668284466934
39.26139092254469,40.34281487403014
29.93251387631033,34.688481431369475
24.711445355220498,42.36796215317591
34.11272456051594,35.402878828830985
23.895781750144888,47.7496720250877
31.044317975023777,36.08373353831882
20.201649380601122,38.38969241897162
23.359069755507846,44.06758608684835
30.984306179345616,33.84567841783022
33.69233289997705,41.13729967302065
30.85684140594985,46.53571377141214
29.421758588058797,31.96258382719386
28.494481522053555,40.92316929266152
22.607390048162863,41.29941397124212
26.400778958026457,43.909114358886555
27.696806145201062,33.81524644560959
35.285611131094576,33.39771693457862
31.71809144784231,42.60970782808449
21.18479922318633,41.48492336616593
31.620419846973974,41.252464251729386
28.074588597918417,41.73224104748488
26.615389998470206,36.59987639210755
33.058381444204336,41.16126848580502
35.154997612479754,41.46536236649341
34.65640059558099,36.42824290986816
25.803912383886807,49.328872555723784
28.453938120743928,42.36916460455894
31.65631715701782,34.04348251398676
34.877725635611796,43.28276804316915
27.60412881077355,35.126591648863396
29.071705116680914,43.93542301871226
24.46832512996986,45.79297789503702
24.018966879596647,35.89658840824145
34.06262911197099,44.816880646221605
36.78120014285412,42.063904634682494
29.63994939209833,44.11030079997245
35.01766448946012,49.48396491326974
31.80818012523817,38.77305941998565
26.77440122697438,36.23131917821255
31.80697802754207,35.55242785187238
37.690182832329846,35.92094857517281
29.820869804450243,39.61449145292948
37.82321827907003,41.70575987408322
20.0,41.3834539966501
34.10951252187612,44.13591624518012
30.435235341190857,40.065009459389536
28.504963247670663,47.26767038578659
30.45880388267751,38.67671583381022
20.062155426995538,53.600845832948096
28.90164056081244,43.128336738825034
31.78556285755873,35.714212217918586
37.38947022370758,34.645537509694435
27.40864890863176,42.41236207621593
25.95753198553406,38.88268607337075
27.491214782077318,43.57000247046046
34.57701058851037,42.366188122867726
31.643755548298422,39.63585543671564
27.351198981164806,35.76603140965798
32.56633716556678,32.42576387657068
30.4853877467402,37.767425239664895
